306423,410,0,1,VRMS,559413,IRMS,7168,W,5,WE,5,10
307423,420,0,1,VRMS,559051,IRMS,7404,W,11,WE,11,10
308422,430,0,1,VRMS,559865,IRMS,7396,W,10,WE,10,0
309422,440,0,1,VRMS,559301,IRMS,7322,W,11,WE,11,10
310421,450,0,1,VRMS,558904,IRMS,7433,W,10,WE,10,10
311420,460,0,1,VRMS,559380,IRMS,6780,W,11,WE,11,10
312420,470,0,1,VRMS,558128,IRMS,7359,W,10,WE,10,10
313419,480,0,1,VRMS,559582,IRMS,7128,W,11,WE,11,0
314421,490,0,1,VRMS,558709,IRMS,7398,W,11,WE,11,10
315420,500,0,1,VRMS,559685,IRMS,7237,W,10,WE,10,10
316420,510,0,1,VRMS,559291,IRMS,7329,W,11,WE,11,10
317419,520,0,1,VRMS,559149,IRMS,7444,W,10,WE,10,10
318418,530,0,1,VRMS,559321,IRMS,7377,W,11,WE,11,10
319418,540,0,1,VRMS,559615,IRMS,7421,W,10,WE,10,10
320417,550,0,1,VRMS,558845,IRMS,6856,W,11,WE,11,10
321417,560,0,1,VRMS,559205,IRMS,7431,W,11,WE,11,10
322416,570,0,1,VRMS,560112,IRMS,7022,W,10,WE,10,0
323416,580,0,1,VRMS,559795,IRMS,7585,W,11,WE,11,10
324417,590,0,1,VRMS,559072,IRMS,7240,W,10,WE,10,10
325416,600,0,1,VRMS,561198,IRMS,7456,W,11,WE,11,10
326416,610,0,1,VRMS,559295,IRMS,7406,W,10,WE,10,10
327415,620,0,1,VRMS,561124,IRMS,7438,W,11,WE,11,10
328415,630,0,1,VRMS,559106,IRMS,7445,W,11,WE,11,10
329414,640,0,1,VRMS,560676,IRMS,6965,W,10,WE,10,0
330414,650,0,1,VRMS,560330,IRMS,7405,W,11,WE,11,0
331413,660,0,1,VRMS,559458,IRMS,6936,W,10,WE,10,10
332412,670,0,1,VRMS,560451,IRMS,7530,W,11,WE,11,10
333412,680,0,1,VRMS,558930,IRMS,7213,W,10,WE,10,10
334411,690,0,1,VRMS,560547,IRMS,7312,W,11,WE,11,10
335413,700,0,1,VRMS,559391,IRMS,7296,W,11,WE,11,10
336412,710,0,1,VRMS,559690,IRMS,7311,W,10,WE,10,0
337412,720,0,1,VRMS,560164,IRMS,7421,W,11,WE,11,0
338411,730,0,1,VRMS,559027,IRMS,7149,W,10,WE,10,10
339410,740,0,1,VRMS,559788,IRMS,7151,W,11,WE,11,10
340410,750,0,1,VRMS,559483,IRMS,6935,W,11,WE,11,10
341409,760,0,1,VRMS,559575,IRMS,7244,W,10,WE,10,10
342411,770,0,1,VRMS,560054,IRMS,7229,W,11,WE,11,10
343410,780,0,1,VRMS,558851,IRMS,7301,W,10,WE,10,10
344410,790,0,1,VRMS,559714,IRMS,7300,W,11,WE,11,10
345409,800,0,1,VRMS,558420,IRMS,7269,W,10,WE,10,0
346408,810,0,1,VRMS,560556,IRMS,7432,W,11,WE,11,10
347408,820,0,1,VRMS,558279,IRMS,7196,W,11,WE,11,10
348409,830,0,1,VRMS,559780,IRMS,7176,W,10,WE,10,10
349409,840,0,1,VRMS,559011,IRMS,6945,W,11,WE,11,10
350408,850,0,1,VRMS,558194,IRMS,7284,W,10,WE,10,10
351408,860,0,1,VRMS,559369,IRMS,7179,W,11,WE,11,10
352407,870,0,1,VRMS,559021,IRMS,7290,W,10,WE,10,10
353409,880,0,1,VRMS,559751,IRMS,7351,W,11,WE,11,10
354408,890,0,1,VRMS,559836,IRMS,7319,W,11,WE,11,10
355407,900,0,1,VRMS,559351,IRMS,7490,W,10,WE,10,0
356407,910,0,1,VRMS,561144,IRMS,6945,W,11,WE,11,10
357408,920,0,1,VRMS,560248,IRMS,7494,W,11,WE,11,10
358408,930,0,1,VRMS,559591,IRMS,6973,W,10,WE,10,10
359407,940,0,1,VRMS,560866,IRMS,7568,W,11,WE,11,10
360407,950,0,1,VRMS,560058,IRMS,7248,W,10,WE,10,10
361406,960,0,1,VRMS,559595,IRMS,7334,W,11,WE,11,10
362405,970,0,1,VRMS,559811,IRMS,7425,W,10,WE,10,10
363405,980,0,1,VRMS,559494,IRMS,7244,W,11,WE,11,10
364406,990,0,1,VRMS,560999,IRMS,7252,W,10,WE,10,0
365406,1000,0,1,VRMS,559782,IRMS,6946,W,11,WE,11,0
366405,1010,0,1,VRMS,559337,IRMS,7320,W,10,WE,10,10
367405,1020,0,1,VRMS,559756,IRMS,7187,W,11,WE,11,10
368404,1030,0,1,VRMS,560812,IRMS,7392,W,11,WE,11,10
369403,1040,0,1,VRMS,560513,IRMS,7416,W,10,WE,10,0
370403,1050,0,1,VRMS,561131,IRMS,7380,W,11,WE,11,0
371402,1060,0,1,VRMS,560268,IRMS,7534,W,11,WE,11,10
372402,1070,0,1,VRMS,561308,IRMS,6929,W,10,WE,10,10
373401,1080,0,1,VRMS,559590,IRMS,7442,W,11,WE,11,10
374401,1090,0,1,VRMS,560133,IRMS,6923,W,10,WE,10,10
375400,1100,0,1,VRMS,560526,IRMS,7659,W,11,WE,11,10
376401,1110,0,1,VRMS,559333,IRMS,7133,W,10,WE,10,10
377401,1120,0,1,VRMS,552478,IRMS,9109,W,12,WE,12,10
377475,1121,1,1,VRMS,556712,IRMS,1688753,W,4005,WE,4031,10
378400,1130,0,1,VRMS,550470,IRMS,8684,W,12,WE,12,0
378474,1131,1,1,VRMS,557471,IRMS,1688245,W,7322,WE,7320,10
379400,1140,0,1,VRMS,552249,IRMS,8935,W,13,WE,13,10
379473,1141,1,1,VRMS,556197,IRMS,1681447,W,7312,WE,7311,10
380399,1150,0,1,VRMS,550178,IRMS,8973,W,13,WE,13,10
380473,1151,1,1,VRMS,557378,IRMS,1679924,W,7295,WE,7296,10
