5539012,28690,0,1,VRMS,9246,IRMS,7329,W,0,WE,0,0
5539096,28691,1,1,VRMS,568408,IRMS,19079,W,84,WE,84,10
5539153,28692,2,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5539205,28693,3,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5539254,28694,4,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5539305,28695,5,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5539354,28696,6,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5539405,28697,7,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5539454,28698,8,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5539504,28699,9,0,VRMS,0,IRMS,0,W,0,WE,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
5539772,28700,0,1,VRMS,8879,IRMS,6612,W,0,WE,0,0
5540096,28701,1,1,VRMS,568734,IRMS,19042,W,84,WE,84,10
5540155,28702,2,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5540204,28703,3,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5540255,28704,4,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5540304,28705,5,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5540356,28706,6,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5540405,28707,7,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5540454,28708,8,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5540505,28709,9,0,VRMS,0,IRMS,0,W,0,WE,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
5540868,28710,0,1,VRMS,9132,IRMS,6750,W,0,WE,0,0
5541097,28711,1,1,VRMS,568197,IRMS,19033,W,84,WE,84,10
5541154,28712,2,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5541203,28713,3,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5541255,28714,4,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5541304,28715,5,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5541355,28716,6,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5541404,28717,7,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5541455,28718,8,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5541505,28719,9,0,VRMS,0,IRMS,0,W,0,WE,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
5542019,28720,0,1,VRMS,8924,IRMS,7366,W,0,WE,0,0
5542096,28721,1,1,VRMS,567585,IRMS,19074,W,84,WE,84,10
5542154,28722,2,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5542205,28723,3,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5542254,28724,4,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5542305,28725,5,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5542354,28726,6,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5542406,28727,7,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5542455,28728,8,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5542504,28729,9,0,VRMS,0,IRMS,0,W,0,WE,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
5542795,28730,0,1,VRMS,9025,IRMS,7446,W,0,WE,0,0
5543096,28731,1,1,VRMS,568037,IRMS,19020,W,84,WE,84,10
5543155,28732,2,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5543204,28733,3,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5543256,28734,4,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5543305,28735,5,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5543356,28736,6,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5543405,28737,7,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5543456,28738,8,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5543505,28739,9,0,VRMS,0,IRMS,0,W,0,WE,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
5543946,28740,0,1,VRMS,8739,IRMS,7236,W,0,WE,0,0
5544097,28741,1,1,VRMS,568313,IRMS,19019,W,83,WE,84,10
5544155,28742,2,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5544206,28743,3,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5544255,28744,4,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5544306,28745,5,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5544355,28746,6,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5544407,28747,7,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5544456,28748,8,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5544505,28749,9,0,VRMS,0,IRMS,0,W,0,WE,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
5544706,28750,0,1,VRMS,9028,IRMS,7375,W,0,WE,0,0
5545097,28751,1,1,VRMS,567768,IRMS,19043,W,84,WE,84,10
5545156,28752,2,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5545205,28753,3,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5545256,28754,4,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5545306,28755,5,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5545355,28756,6,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5545406,28757,7,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5545455,28758,8,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5545506,28759,9,0,VRMS,0,IRMS,0,W,0,WE,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
5545797,28760,0,1,VRMS,9023,IRMS,7391,W,0,WE,0,0
5546098,28761,1,1,VRMS,567689,IRMS,19033,W,84,WE,83,10
5546156,28762,2,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5546207,28763,3,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5546256,28764,4,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5546307,28765,5,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5546356,28766,6,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5546405,28767,7,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5546457,28768,8,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5546506,28769,9,0,VRMS,0,IRMS,0,W,0,WE,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
5546907,28770,0,1,VRMS,8691,IRMS,7216,W,0,WE,0,0
5547098,28771,1,1,VRMS,568196,IRMS,19027,W,84,WE,84,10
5547157,28772,2,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5547206,28773,3,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5547257,28774,4,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5547307,28775,5,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5547356,28776,6,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5547407,28777,7,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5547456,28778,8,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5547507,28779,9,0,VRMS,0,IRMS,0,W,0,WE,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
5547669,28780,0,1,VRMS,9106,IRMS,7442,W,0,WE,0,0
5548099,28781,1,1,VRMS,567717,IRMS,19015,W,84,WE,84,10
5548156,28782,2,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5548208,28783,3,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5548257,28784,4,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5548306,28785,5,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5548357,28786,6,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5548406,28787,7,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5548457,28788,8,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5548507,28789,9,0,VRMS,0,IRMS,0,W,0,WE,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
5548777,28790,0,1,VRMS,8776,IRMS,7252,W,0,WE,0,0
5549099,28791,1,1,VRMS,568037,IRMS,19007,W,84,WE,84,10
5549158,28792,2,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5549207,28793,3,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5549258,28794,4,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5549307,28795,5,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5549357,28796,6,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5549408,28797,7,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5549457,28798,8,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5549508,28799,9,0,VRMS,0,IRMS,0,W,0,WE,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
5549889,28800,0,1,VRMS,8753,IRMS,7033,W,0,WE,0,0
5550100,28801,1,1,VRMS,568009,IRMS,19039,W,83,WE,84,10
5550157,28802,2,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5550206,28803,3,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5550258,28804,4,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5550307,28805,5,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5550358,28806,6,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5550407,28807,7,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5550458,28808,8,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5550508,28809,9,0,VRMS,0,IRMS,0,W,0,WE,0,10000
ts,seq,#ID,S,V,I,Vp,Ip,per,VA,W,VAE,WE,PF,0,0,StatusCode
5551058,28810,0,1,VRMS,9041,IRMS,7449,W,0,WE,0,0
5551118,28811,1,1,VRMS,573270,IRMS,19051,W,84,WE,85,14
5551175,28812,2,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5551226,28813,3,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5551276,28814,4,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5551327,28815,5,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5551376,28816,6,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5551427,28817,7,0,VRMS,0,IRMS,0,W,0,WE,0,10000
5551476,28818,8,0,VRMS,0,IRMS,0,W,0,WE,0,10000
