2596864,1195,5,1,VRMS,566612,IRMS,4913,W,21,WE,405,14
2618095,1205,5,1,VRMS,578250,IRMS,4974,W,21,WE,446,14
2635884,1215,5,1,VRMS,572656,IRMS,4907,W,21,WE,374,14
2652192,1225,5,1,VRMS,575320,IRMS,4956,W,21,WE,342,14
2677688,1235,5,1,VRMS,580144,IRMS,4950,W,21,WE,536,14
2697781,1245,5,1,VRMS,579800,IRMS,4960,W,21,WE,422,14
2712840,1255,5,1,VRMS,566253,IRMS,4934,W,21,WE,316,14
2736205,1265,5,1,VRMS,565343,IRMS,4935,W,20,WE,489,14
2756597,1275,5,1,VRMS,575246,IRMS,4917,W,21,WE,427,14
2776412,1285,5,1,VRMS,580128,IRMS,4954,W,21,WE,417,14
2797604,1295,5,1,VRMS,564359,IRMS,4916,W,21,WE,444,14
2815684,1305,5,1,VRMS,576678,IRMS,4903,W,21,WE,378,14
2832252,1315,5,1,VRMS,568490,IRMS,4937,W,21,WE,346,14
2856693,1325,5,1,VRMS,566109,IRMS,4937,W,21,WE,511,14
2878066,1335,5,1,VRMS,575200,IRMS,4918,W,20,WE,447,14
2892210,1345,5,1,VRMS,573614,IRMS,4950,W,21,WE,296,14
2914007,1355,5,1,VRMS,566309,IRMS,4915,W,21,WE,456,14
2937792,1365,5,1,VRMS,571181,IRMS,4950,W,21,WE,499,14
2956785,1375,5,1,VRMS,569989,IRMS,4951,W,21,WE,398,14
2972760,1385,5,1,VRMS,576507,IRMS,4929,W,21,WE,333,14
2992123,1395,5,1,VRMS,571713,IRMS,4922,W,21,WE,405,14
3016790,1405,5,1,VRMS,573145,IRMS,4889,W,21,WE,515,14
3036606,1415,5,1,VRMS,575826,IRMS,4919,W,21,WE,413,14
3056699,1425,5,1,VRMS,566061,IRMS,4927,W,21,WE,421,14
3076370,1435,5,1,VRMS,563333,IRMS,4953,W,21,WE,412,14
3097065,1445,5,1,VRMS,575321,IRMS,4891,W,21,WE,433,14
3117889,1455,5,1,VRMS,576277,IRMS,4957,W,21,WE,434,14
3132127,1465,5,1,VRMS,562921,IRMS,4905,W,20,WE,297,14
3156727,1475,5,1,VRMS,565042,IRMS,4978,W,21,WE,513,14
3172585,1485,5,1,VRMS,577198,IRMS,4927,W,21,WE,331,14
3198171,1495,5,1,VRMS,575392,IRMS,4916,W,21,WE,535,14
3218442,1505,5,1,VRMS,575808,IRMS,4937,W,21,WE,423,14
